a,b,winner,location,date,a_bat,a_bowl,b_bat,b_bowl
Bangladesh,New Zealand,New Zealand,The Oval,5-Jun-19,312.1014067,59.99790252,350.0013842,69.43264644
Australia,West Indies,Australia,Nottingham,6-Jun-19,360.7647853,49.94386896,369.3111508,55.76610935
England,Bangladesh,England,Cardiff,8-Jun-19,310.0115107,59.99790252,347.0484562,57.19313614
Afghanistan,New Zealand,New Zealand,Taunton,8-Jun-19,313.6621994,71.10581393,333.2258611,69.43264644
Australia,India,India,The Oval,9-Jun-19,373.9933644,49.94386896,341.8257179,64.3473007
Australia,India,India,The Oval,9-Jun-19,418.5203719,49.94386896,362.4901632,73.28381535
Australia,Pakistan,Australia,Taunton,12-Jun-19,378.9286988,51.35750195,379.4692297,66.52064014
England,West Indies,England,Southampton,14-Jun-19,345.8272657,57.19313614,355.3542102,57.62880139
Australia,Sri Lanka,Australia,The Oval,15-Jun-19,337.7017265,51.63258154,338.8783847,48.52353558
Afghanistan,South Africa,South Africa,Cardiff,15-Jun-19,296.7796078,71.10581393,298.491033,48.69363252
India,Pakistan,India,Manchester,16-Jun-19,277.7623762,64.3473007,374.011495,75.04231243
Bangladesh,West Indies,Bangladesh,Taunton,17-Jun-19,324.1610096,59.99790252,353.9228848,49.45899993
England,Afghanistan,England,Manchester,18-Jun-19,300.5922528,71.01593917,334.5371506,46.20394663
New Zealand,South Africa,New Zealand,Birmingham,19-Jun-19,344.6937778,69.43264644,312.8758102,61.84794234
Australia,Bangladesh,Australia,Nottingham,20-Jun-19,345.4516107,49.94386896,316.0413206,61.0182836
England,Sri Lanka,Sri Lanka,Leeds,21-Jun-19,359.3304621,46.20394663,338.6959204,48.52353558
Afghanistan,India,India,Southampton,22-Jun-19,309.1489752,73.53645814,262.3484873,65.55481812
New Zealand,West Indies,New Zealand,Manchester,22-Jun-19,339.2785251,69.43264644,330.6357785,57.59503922
Pakistan,South Africa,Pakistan,Lord's,23-Jun-19,360.5338116,68.1369763,318.8508137,61.84794234
Afghanistan,Bangladesh,Bangladesh,Southampton,24-Jun-19,316.8687773,79.65024557,321.9497435,59.99790252
England,Australia,Australia,Lord's,25-Jun-19,338.1522974,49.26251307,354.2856513,46.20394663
New Zealand,Pakistan,Pakistan,Birmingham,26-Jun-19,344.7544079,69.43264644,358.1940925,68.1369763
India,West Indies,India,Manchester,27-Jun-19,277.8443206,65.55481812,294.1936876,49.34680785
India,West Indies,India,Manchester,27-Jun-19,305.3182443,74.53252313,314.8920854,60.51707446
South Africa,Sri Lanka,South Africa,Chester-le-Street,28-Jun-19,317.3093463,62.55177368,343.1248715,50.52757279
Afghanistan,Pakistan,Pakistan,Leeds,29-Jun-19,319.4268726,83.45035126,354.8099655,68.1369763
Australia,New Zealand,Australia,Lord's,29-Jun-19,343.8557893,49.26251307,339.7224143,67.05128681
England,India,England,Birmingham,30-Jun-19,342.1357764,57.19313614,317.3262701,65.55481812
Sri Lanka,West Indies,Sri Lanka,Chester-le-Street,1-Jul-19,310.8002844,29.42342336,291.1653542,47.08253794
Bangladesh,India,India,Birmingham,2-Jul-19,326.2258096,59.87650098,305.5583269,63.22365311
England,New Zealand,England,Chester-le-Street,3-Jul-19,343.391933,57.19313614,344.7950022,67.34670632
Afghanistan,West Indies,West Indies,Leeds,4-Jul-19,275.79885,79.65024557,331.0082402,49.34680785
Bangladesh,Pakistan,Pakistan,Lord's,5-Jul-19,317.5511904,59.99790252,356.4042512,68.1369763
India,Sri Lanka,India,Leeds,6-Jul-19,333.4075704,62.44683685,344.4780973,39.49972606
Australia,South Africa,South Africa,Manchester,6-Jul-19,341.1920043,49.26251307,256.1947836,71.79809721
Australia,South Africa,South Africa,Manchester,6-Jul-19,408.9626039,49.26251307,333.3985337,72.64828188
England,Australia,England,Birmingham,11-Jul-19,337.0960728,49.26251307,342.4094217,57.19313614
Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),26-Jul-19,277.1728261,44.48638212,312.735011,48.52353558
Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),28-Jul-19,276.5247505,34.13545477,311.1180621,38.53177931
Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),31-Jul-19,277.8725072,30.69656705,321.6500025,31.032306
West Indies,India,India,Port of Spain,11-Aug-19,272.5708554,60.64460423,329.6322145,57.86336482
West Indies,India,India,Port of Spain,14-Aug-19,272.3354245,60.06082832,390.8173241,48.15630838
Pakistan,Sri Lanka,Pakistan,Karachi,30-Sep-19,314.3147987,61.00101499,266.8997931,18.71555456
Pakistan,Sri Lanka,Pakistan,Karachi,2-Oct-19,225.4588947,51.71119899,253.5027264,18.71555456
Afghanistan,West Indies,West Indies,Lucknow,6-Nov-19,331.204217,59.39649871,292.2134161,37.58100209
Afghanistan,West Indies,West Indies,Lucknow,9-Nov-19,299.1631224,59.7488009,292.0984161,37.58100209
Afghanistan,West Indies,West Indies,Lucknow,11-Nov-19,263.3139056,59.7488009,284.9374285,26.00111589
India,West Indies,West Indies,Chennai,15-Dec-19,285.1892505,47.01673633,297.9408799,49.03606425
India,West Indies,India,Visakhapatnam,18-Dec-19,284.9217816,47.01673633,342.5361096,49.03606425
India,West Indies,India,Cuttack,22-Dec-19,286.4061151,47.01673633,343.4750917,49.03606425
India,Australia,Australia,Mumbai,14-Jan-20,256.5079006,49.74984237,295.5462181,54.97610238
India,Australia,India,Rajkot,17-Jan-20,257.1172254,49.74984237,255.3090077,54.97610238
India,Australia,India,Bengaluru,19-Jan-20,231.1102865,38.30118311,256.0532473,54.97610238
South Africa,England,South Africa,Cape Town,4-Feb-20,328.5262554,21.72651653,230.9725842,33.78577726
New Zealand,India,New Zealand,Hamilton,5-Feb-20,191.5469523,63.36990941,341.1113167,51.99582488
New Zealand,India,New Zealand,Auckland,8-Feb-20,192.6287187,49.77630745,307.5608456,30.82177111
South Africa,England,England,Johannesburg,9-Feb-20,368.9664048,21.26506505,231.499857,33.78577726
New Zealand,India,New Zealand,Mount Maunganui,11-Feb-20,147.1774419,41.38250042,391.7723283,41.92049332
Sri Lanka,West Indies,Sri Lanka,Colombo (SSC),22-Feb-20,384.9360288,49.09748946,283.8256342,49.03606425
Sri Lanka,West Indies,Sri Lanka,Hambantota,26-Feb-20,385.3412669,49.09748946,328.5397631,49.03606425
South Africa,Australia,South Africa,Paarl,29-Feb-20,230.4549621,38.30118311,173.9832394,33.78577726
Sri Lanka,West Indies,Sri Lanka,Pallekele,1-Mar-20,386.5007114,49.09748946,293.8517156,40.20731282
South Africa,Australia,South Africa,Bloemfontein,4-Mar-20,229.8128265,38.30118311,175.7335569,33.78577726
South Africa,Australia,South Africa,Potchefstroom,7-Mar-20,227.7108593,33.30761715,175.7370831,11.38514391
Sri Lanka,England,England,Pallekele,"Dec 10-11, 2014",337.5313781,57.63036271,331.2454249,69.55189064
West Indies,Sri Lanka,Sri Lanka,Port of Spain,"Jul 7-8, 2013",258.0165808,65.53815717,312.4153671,57.13662774
India,New Zealand,New Zealand,Manchester,"Jul 9-10, 2019",333.9883065,61.86306094,341.6297615,69.43264644
India,New Zealand,New Zealand,Manchester,"Jul 9-10, 2019",369.6741523,62.28503188,388.2290093,70.435315
West Indies,Australia,Australia,North Sound,"Mar 27-28, 2007",274.9049191,81.28476491,282.0487181,71.76629037
